,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant,3_assign_from_var_id_restaurant,3_assign_to_var_id_restaurant,3_assign_from_node_id_restaurant,3_assign_to_node_id_restaurant,3_assign_type_restaurant,3_dist_restaurant,4_assign_from_var_id_restaurant,4_assign_to_var_id_restaurant,4_assign_from_node_id_restaurant,4_assign_to_node_id_restaurant,4_assign_type_restaurant,4_dist_restaurant,5_assign_from_var_id_restaurant,5_assign_to_var_id_restaurant,5_assign_from_node_id_restaurant,5_assign_to_node_id_restaurant,5_assign_type_restaurant,5_dist_restaurant,6_assign_from_var_id_restaurant,6_assign_to_var_id_restaurant,6_assign_from_node_id_restaurant,6_assign_to_node_id_restaurant,6_assign_type_restaurant,6_dist_restaurant,7_assign_from_var_id_restaurant,7_assign_to_var_id_restaurant,7_assign_from_node_id_restaurant,7_assign_to_node_id_restaurant,7_assign_type_restaurant,7_dist_restaurant,8_assign_from_var_id_restaurant,8_assign_to_var_id_restaurant,8_assign_from_node_id_restaurant,8_assign_to_node_id_restaurant,8_assign_type_restaurant,8_dist_restaurant,9_assign_from_var_id_restaurant,9_assign_to_var_id_restaurant,9_assign_from_node_id_restaurant,9_assign_to_node_id_restaurant,9_assign_type_restaurant,9_dist_restaurant
10,10,15,14,191,allocated,351.7439620261028,10,15,14,191,existing,351.7439620261028,10,16,14,192,allocated,457.57044349954765,10,23,14,237,allocated,497.87594068744045,10,70,14,448,existing,736.912492839368,10,24,14,238,allocated,546.9251442339041,10,71,14,277,existing,905.1127913129545,10,75,14,117,existing,959.5783502908138,10,73,14,116,existing,1142.7920765117453,10,74,14,432,existing,1096.5971891562372,10,76,14,357,existing,1362.228738474354,10,72,14,348,existing,1150.6729194985476
11,11,15,15,191,allocated,434.1186362687481,11,15,15,456,existing,389.0308918739273,11,16,15,192,allocated,539.9451177421929,11,23,15,237,allocated,580.2506149300857,11,70,15,448,existing,654.5378185967227,11,24,15,238,allocated,629.2998184765494,11,71,15,277,existing,987.4874655555998,11,74,15,432,existing,1178.9718633988825,11,75,15,117,existing,1041.953024533459,11,73,15,116,existing,1225.1667507543907,11,72,15,348,existing,1233.047593741193,11,76,15,357,existing,1387.642250340827
12,12,15,18,191,allocated,353.4920358733428,12,15,18,191,existing,353.4920358733428,12,23,18,237,allocated,392.52753693575863,12,24,18,238,allocated,441.5767404822223,12,16,18,192,allocated,577.9301112800775,12,71,18,277,existing,797.5661441229231,12,74,18,432,existing,939.7418984819399,12,73,18,116,existing,1029.36522340406,12,72,18,348,existing,1043.126272308516,12,75,18,117,existing,846.1514971831284,12,70,18,448,existing,1222.1906779644426,12,76,18,357,existing,1847.5069235994283
13,13,15,19,191,allocated,258.3847780405915,13,15,19,191,existing,258.3847780405915,13,23,19,237,allocated,297.4202791030074,13,24,19,238,allocated,346.46948264947105,13,16,19,192,allocated,482.8228534473263,13,71,19,277,existing,702.4588862901718,13,73,19,116,existing,934.2579655713089,13,72,19,348,existing,948.0190144757648,13,75,19,117,existing,751.0442393503772,13,74,19,432,existing,844.6346406491887,13,70,19,448,existing,1127.0834201316914,13,76,19,357,existing,1752.3996657666771
14,14,59,20,348,existing,506.60448428838794,14,59,20,317,allocated,628.9222916868407,14,72,20,348,existing,506.60448428838794,14,73,20,116,existing,633.668107918022,14,71,20,277,existing,752.1646124739809,14,74,20,432,existing,728.7972340569755,14,23,20,237,allocated,1159.401463099495,14,24,20,238,allocated,1208.4506666459588,14,16,20,192,allocated,1443.720780794321,14,75,20,117,existing,755.9754266462451,14,70,20,448,existing,2310.6511239722568,14,76,20,357,existing,2555.1882159926504
15,15,59,21,348,existing,350.97242802240686,15,59,21,432,allocated,573.1651777909944,15,72,21,348,existing,350.97242802240686,15,73,21,116,existing,478.0360516520409,15,71,21,277,existing,596.532556208,15,74,21,432,existing,573.1651777909944,15,75,21,117,existing,600.343370380264,15,16,21,192,allocated,1288.0887245283398,15,24,21,238,allocated,1052.8186103799776,15,23,21,237,allocated,1003.769406833514,15,70,21,448,existing,2155.0190677062756,15,76,21,357,existing,2399.556159726669
16,16,20,22,223,allocated,531.4876005205765,16,20,22,223,existing,531.4876005205765,16,23,22,237,allocated,657.5640632818531,16,24,22,238,allocated,706.6132668283169,16,16,22,192,allocated,962.3361955571197,16,75,22,117,existing,990.8787227042848,16,72,22,348,existing,1240.249665062142,16,71,22,277,existing,1035.0099496838397,16,73,22,116,existing,1130.8966377390539,16,74,22,432,existing,1041.0282655783426,16,70,22,448,existing,1841.3489528451364,16,76,22,357,existing,2442.95646595875
17,17,20,23,223,allocated,560.4149031267698,17,20,23,223,existing,560.4149031267698,17,23,23,237,allocated,686.4913658880466,17,24,23,238,allocated,735.5405694345102,17,16,23,192,allocated,991.2634981633132,17,75,23,117,existing,1019.8060253104782,17,72,23,348,existing,1269.1769676683352,17,74,23,432,existing,1069.9555681845359,17,71,23,277,existing,1063.937252290033,17,73,23,116,existing,1159.8239403452471,17,76,23,357,existing,2471.8837685649432,17,70,23,448,existing,1870.2762554513297
18,18,56,24,277,existing,392.7235465104668,18,56,24,191,existing,449.49445662420715,18,23,24,237,allocated,303.36247796286955,18,24,24,238,allocated,352.4116815093332,18,75,24,117,existing,396.53436068273095,18,71,24,277,existing,392.7235465104668,18,73,24,116,existing,579.7480869036626,18,74,24,432,existing,540.2719048008811,18,72,24,348,existing,503.81036064051546,18,16,24,192,allocated,433.3059358654175,18,76,24,357,existing,1888.9212817499838,18,70,24,448,existing,1300.2362790433535
19,19,55,25,75,existing,345.0774421352815,19,55,25,191,existing,352.87530630769834,19,23,25,237,allocated,206.74332764636074,19,24,25,238,allocated,255.7925311928244,19,16,25,192,allocated,336.6867855489088,19,71,25,277,existing,489.3426968269756,19,72,25,348,existing,600.4295109570243,19,73,25,116,existing,676.3672372201713,19,75,25,117,existing,493.1535109992397,19,74,25,432,existing,636.8910551173899,19,76,25,357,existing,1792.302131433475,19,70,25,448,existing,1203.6171287268448
20,20,59,32,348,existing,389.97160254160394,20,59,32,432,allocated,612.1643523101916,20,72,32,348,existing,389.97160254160394,20,73,32,116,existing,517.0352261712379,20,74,32,432,existing,612.1643523101916,20,71,32,277,existing,635.531730727197,20,75,32,117,existing,639.342544899461,20,16,32,192,allocated,1327.087899047537,20,24,32,238,allocated,1091.8177848991747,20,23,32,237,allocated,1042.768581352711,20,76,32,357,existing,2438.555334245866,20,70,32,448,existing,2194.018242225473
21,21,57,34,277,existing,108.78011890150118,21,57,34,432,allocated,390.8017912474598,21,71,34,277,existing,108.78011890150118,21,75,34,117,existing,247.06424712930965,21,23,34,237,allocated,298.4567317240129,21,24,34,238,allocated,347.5059352704766,21,16,34,192,allocated,603.2288639992794,21,73,34,116,existing,430.27797335024127,21,72,34,348,existing,354.3402470870942,21,74,34,432,existing,390.8017912474598,21,76,34,357,existing,2079.6983885579343,21,70,34,448,existing,1482.241621287296
22,22,50,64,226,existing,80.43336377748045,22,50,64,456,existing,177.96605849740027,22,70,64,448,existing,223.25952992676665,22,16,64,192,allocated,655.7532273612501,22,23,64,237,allocated,960.5253596365166,22,24,64,238,allocated,911.4761560900529,22,75,64,117,existing,1422.22776923989,22,76,64,357,existing,972.5916396253125,22,69,64,316,existing,1217.7056427652471,22,71,64,277,existing,1367.7622102620307,22,74,64,432,existing,1559.2466081053135,22,72,64,348,existing,1580.7871097571024
23,23,65,72,317,existing,140.74895458194072,23,65,72,317,allocated,140.74895458194072,23,73,72,116,existing,447.8950871267643,23,74,72,432,existing,493.84435686259076,23,72,72,348,existing,574.9587107563983,23,75,72,117,existing,631.1088133476959,23,16,72,192,allocated,1397.3377376066542,23,24,72,238,allocated,1141.6148088778514,23,71,72,277,existing,769.3929415755044,23,23,72,237,allocated,1092.5656053313876,23,70,72,448,existing,2276.3504948946706,23,76,72,357,existing,2623.542442460661
24,24,20,79,223,allocated,512.3820822151822,24,20,79,223,existing,512.3820822151822,24,23,79,237,allocated,933.4886086831505,24,24,79,238,allocated,982.537812229614,24,75,79,117,existing,1266.803268105582,24,16,79,192,allocated,1238.260740958417,24,72,79,348,existing,1516.174210463439,24,71,79,277,existing,1310.9344950851369,24,73,79,116,existing,1406.8211831403512,24,74,79,432,existing,1316.9528109796397,24,76,79,357,existing,2626.11315742253,24,70,79,448,existing,2117.2734982464335
25,25,54,80,448,existing,264.55657875301426,25,54,80,175,allocated,197.5784303990737,25,70,80,448,existing,264.55657875301426,25,16,80,192,allocated,635.362391509672,25,76,80,357,existing,849.6586969637232,25,24,80,238,allocated,891.0853202384748,25,71,80,277,existing,1347.3713744104525,25,69,80,316,existing,1094.7727001036578,25,75,80,117,existing,1401.836933388312,25,23,80,237,allocated,940.1345237849384,25,74,80,432,existing,1538.8557722537353,25,72,80,348,existing,1560.3962739055241
26,26,54,81,448,existing,206.12477215827437,26,54,81,175,allocated,139.14662380433379,26,70,81,448,existing,206.12477215827437,26,16,81,192,allocated,693.7941981044119,26,24,81,238,allocated,949.5171268332147,26,76,81,357,existing,791.2268903689833,26,23,81,237,allocated,998.5663303796783,26,75,81,117,existing,1460.2687399830518,26,71,81,277,existing,1405.8031810051925,26,69,81,316,existing,1036.3408935089178,26,77,81,314,existing,1539.1581407585195,26,74,81,432,existing,1597.2875788484753
27,27,50,82,226,existing,322.0606822453375,27,50,82,456,existing,73.41715998102319,27,16,82,192,allocated,431.3718904936266,27,70,82,448,existing,464.8868483946237,27,23,82,237,allocated,736.1440227688931,27,24,82,238,allocated,687.0948192224295,27,71,82,277,existing,1134.9066563581814,27,69,82,316,existing,1298.6858542411887,27,76,82,357,existing,1053.5718511012542,27,75,82,117,existing,1189.3722153360407,27,72,82,348,existing,1339.1597912892453,27,74,82,432,existing,1326.3910542014642
28,28,50,83,226,existing,306.0908032974272,28,50,83,456,existing,88.58058627960732,28,16,83,192,allocated,448.02789859682565,28,70,83,448,existing,448.91696944671344,28,24,83,238,allocated,703.7508273256285,28,23,83,237,allocated,752.8000308720922,28,76,83,357,existing,1036.9158429980553,28,75,83,117,existing,1206.0282234392398,28,71,83,277,existing,1151.5626644613803,28,69,83,316,existing,1282.0298461379898,28,74,83,432,existing,1343.047062304663,28,72,83,348,existing,1355.8157993924442
29,29,55,85,75,existing,300.8204463879305,29,55,85,191,existing,308.61831056034737,29,23,85,237,allocated,162.48633189900974,29,16,85,192,allocated,197.0816891168484,29,71,85,277,existing,535.7814724580206,29,24,85,238,allocated,211.5355354454734,29,74,85,432,existing,727.2658703013035,29,75,85,117,existing,590.24703143588,29,73,85,116,existing,773.4607576568116,29,72,85,348,existing,740.0346073890846,29,70,85,448,existing,1064.0120322947844,29,76,85,357,existing,1652.6970350014146
30,30,50,86,226,existing,363.79692458973443,30,50,86,456,existing,146.28670757191452,30,70,86,448,existing,406.46886141710604,30,16,86,192,allocated,505.73401988913287,30,23,86,237,allocated,810.5061521643994,30,24,86,238,allocated,761.4569486179357,30,71,86,277,existing,1209.2687857536876,30,75,86,117,existing,1263.734344731547,30,69,86,316,existing,1224.3237248456826,30,76,86,357,existing,979.2097217057479,30,74,86,432,existing,1400.7531835969703,30,72,86,348,existing,1413.5219206847514
31,31,54,87,448,existing,316.846558313071,31,54,87,140,existing,208.08279036865804,31,70,87,448,existing,316.846558313071,31,16,87,192,allocated,595.3563229931679,31,76,87,357,existing,889.5874186017129,31,24,87,238,allocated,851.0792517219708,31,69,87,316,existing,1134.7014217416477,31,23,87,237,allocated,900.1284552684344,31,75,87,117,existing,1353.356647835582,31,71,87,277,existing,1298.8910888577227,31,74,87,432,existing,1490.3754867010055,31,72,87,348,existing,1503.1442237887866
32,32,55,88,75,existing,376.13925116857973,32,55,88,191,existing,427.47929458394054,32,23,88,237,allocated,281.34731592260295,32,24,88,238,allocated,330.3965194690666,32,75,88,117,existing,646.7889758606157,32,16,88,192,allocated,586.1194481978694,32,72,88,348,existing,896.1599182184727,32,73,88,116,existing,830.0027020815473,32,71,88,277,existing,686.3859231097673,32,74,88,432,existing,740.3793771594271,32,76,88,357,existing,2034.9972151273466,32,70,88,448,existing,1409.6809694923606
33,33,15,89,191,allocated,413.5151337069726,33,15,89,191,existing,413.5151337069726,33,23,89,237,allocated,408.81450961689126,33,24,89,238,allocated,457.86371316335493,33,75,89,117,existing,774.256169554904,33,16,89,192,allocated,637.9532091137073,33,74,89,432,existing,867.8465708537154,33,73,89,116,existing,957.4698957758357,33,71,89,277,existing,813.8531168040556,33,72,89,348,existing,1023.627111912761,33,70,89,448,existing,1282.2137757980722,33,76,89,357,existing,1907.5300214330582
34,34,59,90,348,existing,220.55723973149,34,59,90,432,allocated,442.7499895000776,34,72,90,348,existing,220.55723973149,34,73,90,116,existing,347.620863361124,34,74,90,432,existing,442.7499895000776,34,71,90,277,existing,466.117367917083,34,24,90,238,allocated,922.4034220890608,34,75,90,117,existing,469.92818208934716,34,23,90,237,allocated,873.3542185425971,34,16,90,192,allocated,1157.673536237423,34,76,90,357,existing,2269.1409714357524,34,70,90,448,existing,2024.603879415359
35,35,59,91,348,existing,157.86824615155066,35,59,91,432,allocated,380.0609959201382,35,72,91,348,existing,157.86824615155066,35,73,91,116,existing,284.9318697811847,35,71,91,277,existing,403.42837433714374,35,74,91,432,existing,380.0609959201382,35,24,91,238,allocated,859.7144285091215,35,16,91,192,allocated,1094.9845426574836,35,75,91,117,existing,407.23918850940777,35,23,91,237,allocated,810.6652249626578,35,70,91,448,existing,1961.9148858354197,35,76,91,357,existing,2206.4519778558133
36,36,50,92,226,existing,414.4777315562335,36,50,92,456,existing,291.79697098272425,36,70,92,448,existing,557.3038977055197,36,16,92,192,allocated,637.179038633396,36,24,92,238,allocated,726.5337393677524,36,23,92,237,allocated,677.4845358212888,36,75,92,117,existing,1139.186945424662,36,71,92,277,existing,1084.7213864468029,36,74,92,432,existing,1276.2057842900856,36,76,92,357,existing,1290.408329449624,36,73,92,116,existing,1322.4006716455938,36,72,92,348,existing,1330.281514632396
37,37,50,93,226,existing,368.6534036987787,37,50,93,456,existing,245.97264312526943,37,70,93,448,existing,511.4795698480649,37,16,93,192,allocated,683.0033664908507,37,24,93,238,allocated,772.3580672252072,37,23,93,237,allocated,723.3088636787436,37,75,93,117,existing,1185.011273282117,37,74,93,432,existing,1322.0301121475404,37,76,93,357,existing,1244.5840015921694,37,71,93,277,existing,1130.5457143042577,37,72,93,348,existing,1376.1058424898506,37,73,93,116,existing,1368.2249995030486
38,38,30,94,284,allocated,261.4600787231557,38,30,94,175,allocated,447.92806950571713,38,16,94,192,allocated,635.7561617799653,38,70,94,448,existing,725.084343886861,38,23,94,237,allocated,849.3781263998155,38,24,94,238,allocated,800.3289228533519,38,69,94,316,existing,1312.2712905478488,38,71,94,277,existing,1244.8270076499596,38,75,94,117,existing,1291.753333427193,38,76,94,357,existing,1067.1572874079143,38,72,94,348,existing,1399.0293333849777,38,74,94,432,existing,1435.4908775453432
39,39,30,95,284,allocated,369.8328534891968,39,30,95,175,allocated,339.555294739676,39,70,95,448,existing,616.7115691208198,39,16,95,192,allocated,744.1289365460063,39,23,95,237,allocated,957.7509011658567,39,24,95,238,allocated,908.701697619393,39,69,95,316,existing,1203.8985157818079,39,75,95,117,existing,1400.1261081932344,39,76,95,357,existing,958.7845126418732,39,71,95,277,existing,1353.1997824160007,39,72,95,348,existing,1507.4021081510186,39,74,95,432,existing,1543.8636523113844
40,40,65,103,317,existing,450.19243854951196,40,65,103,317,allocated,450.19243854951196,40,72,103,348,existing,563.0981927536766,40,73,103,116,existing,617.0453439509383,40,75,103,117,existing,800.25907017187,40,74,103,432,existing,712.1744700898919,40,23,103,237,allocated,1215.8951715647836,40,71,103,277,existing,808.6583209392696,40,16,103,192,allocated,1500.2144892596093,40,24,103,238,allocated,1264.9443751112472,40,76,103,357,existing,2611.681924457939,40,70,103,448,existing,2367.1448324375456
41,41,65,104,317,existing,508.51948670209083,41,65,104,317,allocated,508.51948670209083,41,72,104,348,existing,621.4252409062555,41,73,104,116,existing,675.3723921035172,41,75,104,117,existing,858.5861183244488,41,74,104,432,existing,770.5015182424708,41,23,104,237,allocated,1274.2222197173626,41,16,104,192,allocated,1558.5415374121883,41,71,104,277,existing,866.9853690918485,41,24,104,238,allocated,1323.2714232638261,41,76,104,357,existing,2670.008972610518,41,70,104,448,existing,2425.4718805901243
42,42,20,105,223,allocated,456.7045332749493,42,20,105,223,existing,456.7045332749493,42,73,105,116,existing,553.8338922965124,42,74,105,432,existing,586.942722242718,42,75,105,117,existing,730.6802663608681,42,72,105,348,existing,680.8975159261464,42,16,105,192,allocated,1380.5081030154618,42,24,105,238,allocated,1124.7851742866587,42,71,105,277,existing,868.9643945886767,42,23,105,237,allocated,1075.735970740195,42,76,105,357,existing,2729.4812476304087,42,70,105,448,existing,2259.5208603034785
43,43,20,106,223,allocated,293.3888268706524,43,20,106,223,existing,293.3888268706524,43,74,106,432,existing,964.3539993309338,43,73,106,116,existing,1054.2223714916452,43,72,106,348,existing,1181.285995121279,43,75,106,117,existing,1108.091543449084,43,16,106,192,allocated,1693.6757970385042,43,24,106,238,allocated,1437.952868309701,43,23,106,237,allocated,1388.9036647632374,43,71,106,277,existing,1246.3756716768924,43,76,106,357,existing,3174.296067440134,43,70,106,448,existing,2572.6885543265207
44,44,20,107,223,allocated,110.53984310107607,44,20,107,223,existing,110.53984310107607,44,74,107,432,existing,781.5050155613575,44,73,107,116,existing,871.3733877220689,44,75,107,117,existing,925.2425596795076,44,72,107,348,existing,998.4370113517028,44,71,107,277,existing,1063.526687907316,44,16,107,192,allocated,1510.8268132689277,44,24,107,238,allocated,1255.103884540125,44,23,107,237,allocated,1206.054680993661,44,70,107,448,existing,2389.8395705569446,44,76,107,357,existing,2991.4470836705577
45,45,20,108,223,allocated,89.383227598289,45,20,108,223,existing,89.383227598289,45,74,108,432,existing,981.4280862607225,45,73,108,116,existing,1071.296458421434,45,75,108,117,existing,1125.1656303788725,45,23,108,237,allocated,1184.898065490874,45,16,108,192,allocated,1489.6701977661407,45,24,108,238,allocated,1233.9472690373377,45,72,108,348,existing,1198.3600820510678,45,71,108,277,existing,1263.4497586066811,45,76,108,357,existing,2970.2904681677705,45,70,108,448,existing,2368.6829550541574
46,46,20,109,223,allocated,165.27744447870566,46,20,109,223,existing,165.27744447870566,46,74,109,432,existing,1057.3223031411392,46,73,109,116,existing,1147.1906753018507,46,23,109,237,allocated,1260.7922823712906,46,75,109,117,existing,1201.0598472592892,46,16,109,192,allocated,1565.5644146465575,46,72,109,348,existing,1274.2542989314845,46,71,109,277,existing,1339.3439754870979,46,24,109,238,allocated,1309.8414859177544,46,70,109,448,existing,2444.577171934574,46,76,109,357,existing,3046.184685048187
47,47,15,110,191,allocated,339.85599196467376,47,15,110,191,existing,339.85599196467376,47,23,110,237,allocated,480.14526384671296,47,24,110,238,allocated,529.1944673931766,47,71,110,277,existing,885.1838710338774,47,16,110,192,allocated,564.2940673714085,47,72,110,348,existing,1130.7439992194704,47,74,110,432,existing,1027.3596253928943,47,73,110,116,existing,1116.9829503150145,47,75,110,117,existing,933.7692240940828,47,70,110,448,existing,1198.7824004072436,47,76,110,357,existing,1824.0986460422293
48,48,15,111,191,allocated,295.9059847069234,48,15,111,191,existing,295.9059847069234,48,23,111,237,allocated,436.1952565889626,48,24,111,238,allocated,485.24446013542627,48,71,111,277,existing,841.233863776127,48,16,111,192,allocated,520.3440601136581,48,72,111,348,existing,1086.7939919617202,48,74,111,432,existing,983.4096181351439,48,75,111,117,existing,889.8192168363324,48,73,111,116,existing,1073.0329430572642,48,70,111,448,existing,1154.832393149493,48,76,111,357,existing,1780.1486387844789
49,49,58,118,117,existing,25.07357140966935,49,58,118,432,allocated,118.66397270848077,49,75,118,117,existing,25.07357140966935,49,74,118,432,existing,118.66397270848077,49,73,118,116,existing,208.28729763060096,49,71,118,277,existing,163.35769963747785,49,16,118,192,allocated,784.8294080355827,49,23,118,237,allocated,480.0572757603161,49,72,118,348,existing,274.4445137675265,49,24,118,238,allocated,529.1064793067798,49,76,118,357,existing,2261.298932594237,49,70,118,448,existing,1663.8421653235991
