,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant
226,226,89,359,273,existing,1318.463984284128,226,89,359,375,existing,908.0099702219018,226,89,359,359,allocated,0.0,226,95,359,273,existing,1318.463984284128,226,93,359,47,existing,2646.2170639512406,226,94,359,394,existing,2707.516737234776
227,227,89,361,273,existing,788.1708734477271,227,89,361,44,existing,304.399699892692,227,89,361,108,allocated,362.8390118921062,227,95,361,273,existing,788.1708734477271,227,94,361,394,existing,1027.1099400215348,227,93,361,47,existing,2438.4581189946384
228,228,91,364,276,existing,950.9562148161589,228,91,364,215,existing,432.28113467982337,228,91,364,204,allocated,193.71035248985558,228,95,364,273,existing,1487.0819621703158,228,93,364,47,existing,2063.620223428215,228,94,364,394,existing,2876.1347151209643
229,229,90,365,273,existing,443.0558049120204,229,90,365,44,existing,330.8443600039036,229,90,365,73,allocated,55.168431666231115,229,95,365,273,existing,443.0558049120204,229,94,365,394,existing,1115.01845004486,229,93,365,47,existing,2273.421593780792
230,230,92,366,276,existing,1021.0351850384436,230,92,366,215,existing,550.484506853651,230,92,366,100,allocated,132.8207573610148,230,95,366,273,existing,1053.104600171772,230,93,366,47,existing,2115.2161651168553,230,94,366,394,existing,2442.1573531224203
231,231,90,367,273,existing,971.9733798075589,231,90,367,375,existing,561.5193657453326,231,90,367,42,allocated,341.5008164595823,231,95,367,273,existing,971.9733798075589,231,93,367,47,existing,2165.5972581642377,231,94,367,394,existing,2361.0261327582066
232,232,92,368,276,existing,769.563313777262,232,92,368,215,existing,431.814833535195,232,92,368,368,allocated,0.0,232,95,368,273,existing,1590.3942195156644,232,93,368,47,existing,1652.3614753715042,232,94,368,394,existing,2979.446972466312
233,233,90,375,273,existing,512.9127830849839,233,90,375,375,existing,0.0,233,90,375,375,allocated,0.0,233,95,375,273,existing,512.9127830849839,233,94,375,394,existing,1901.9655360356317,233,93,375,47,existing,2025.5974139179052
234,234,90,376,273,existing,632.6450075775151,234,90,376,375,existing,222.19099351528888,234,90,376,376,allocated,0.0,234,95,376,273,existing,632.6450075775151,234,94,376,394,existing,2021.697760528163,234,93,376,47,existing,2218.0570368594776
235,235,91,377,276,existing,1019.1705377236947,235,91,377,375,existing,617.1621115956534,235,91,377,376,allocated,394.9711180803646,235,95,377,273,existing,1027.6161256578798,235,93,377,47,existing,2104.789946132443,235,94,377,394,existing,2416.6688786085274
236,236,90,378,273,existing,919.8207866336106,236,90,378,44,existing,214.9462370442985,236,90,378,59,allocated,202.17776879633192,236,94,378,394,existing,615.8695868427467,236,95,378,273,existing,919.8207866336106,236,93,378,47,existing,2454.3948663843203
237,237,91,379,276,existing,1047.7720094909437,237,91,379,149,existing,843.2914542533379,237,91,379,320,allocated,587.8393724703019,237,95,379,273,existing,1406.8839085163286,237,93,379,47,existing,1795.6569939559213,237,94,379,394,existing,1880.386404114353
238,238,92,380,276,existing,1020.6828897579869,238,92,380,149,existing,816.2023345203811,238,92,380,320,allocated,560.7502527373451,238,95,380,273,existing,1379.7947887833718,238,93,380,47,existing,1768.5678742229647,238,94,380,394,existing,1853.2972843813964
239,239,89,381,273,existing,895.0749030756048,239,89,381,44,existing,309.0254702973622,239,89,381,59,allocated,108.09853554326823,239,94,381,394,existing,521.790353589683,239,95,381,273,existing,895.0749030756048,239,93,381,47,existing,2360.3156331312566
240,240,92,382,276,existing,410.54718210226787,240,92,382,149,existing,117.27310713247302,240,92,382,147,allocated,16.92065493230881,240,95,382,273,existing,969.7306962898599,240,93,382,47,existing,1504.7281621806794,240,94,382,394,existing,2347.84784899775
241,241,90,386,273,existing,230.62903925025194,241,90,386,155,existing,221.68896754008648,241,90,386,234,allocated,80.96988745086273,241,95,386,273,existing,230.62903925025194,241,94,386,394,existing,1348.2306380459138,241,93,386,47,existing,2017.825524299215
242,242,91,388,276,existing,276.95278562443934,242,91,388,149,existing,93.67841149717756,242,91,388,271,allocated,20.485320167112626,242,95,388,273,existing,799.7498179944346,242,93,388,47,existing,1334.442846660589,242,94,388,394,existing,2177.56253347766
243,243,91,397,276,existing,522.4546042734714,243,91,397,149,existing,317.97404903586556,243,91,397,248,allocated,93.14652504403716,243,95,397,273,existing,881.5665032988563,243,93,397,47,existing,1270.339588738449,243,94,397,394,existing,1949.2106217551914
244,244,90,403,273,existing,1095.714096149717,244,90,403,44,existing,466.64976262980554,244,90,403,59,allocated,453.8812943818389,244,94,403,394,existing,867.5731124282538,244,95,403,273,existing,1095.714096149717,244,93,403,47,existing,2483.822167822281
245,245,89,404,273,existing,919.2604603849009,245,89,404,44,existing,435.4892868298658,245,89,404,108,allocated,493.92859882927996,245,95,404,273,existing,919.2604603849009,245,94,404,394,existing,1044.02674819307,245,93,404,47,existing,2307.368532057465
246,246,91,405,276,existing,929.6837729117749,246,91,405,219,existing,459.963227099859,246,91,405,248,allocated,482.9927404785964,246,95,405,273,existing,1182.9437034013092,246,93,405,47,existing,1694.7186643033165,246,94,405,394,existing,1822.357755080669
247,247,92,406,276,existing,716.340074877624,247,92,406,215,existing,491.9136704165377,247,92,406,406,allocated,0.0,247,93,406,47,existing,1592.2626384901616,247,95,406,273,existing,1644.8747369130617,247,94,406,394,existing,3022.991889620952
248,248,89,407,273,existing,831.2578603302234,248,89,407,44,existing,347.48668677518833,248,89,407,108,allocated,405.9259987746025,248,95,407,273,existing,831.2578603302234,248,94,407,394,existing,1070.1969269040312,248,93,407,47,existing,2395.3711321121423
249,249,91,408,276,existing,742.5950190000407,249,91,408,149,existing,406.5133319324133,249,91,408,236,allocated,87.82364140591781,249,95,408,273,existing,1188.8257149814722,249,93,408,47,existing,1828.2144274087893,249,94,408,394,existing,2577.8784679321197
250,250,91,409,276,existing,787.6753065577486,250,91,409,215,existing,409.1531625045266,250,91,409,236,allocated,132.9039289636257,250,95,409,273,existing,1143.7454274237643,250,93,409,47,existing,1873.2947149664972,250,94,409,394,existing,2532.798180374412
251,251,90,410,273,existing,681.4884668546035,251,90,410,219,existing,535.3864539598086,251,90,410,234,allocated,392.2978397513586,251,95,410,273,existing,681.4884668546035,251,94,410,394,existing,1187.4501541546604,251,93,410,47,existing,2135.511480764768
252,252,92,411,276,existing,993.5537611147722,252,92,411,149,existing,789.0732058771663,252,92,411,248,allocated,564.245681885338,252,95,411,273,existing,1352.665660140157,252,93,411,47,existing,1741.4387455797498,252,94,411,394,existing,1899.1908105976963
253,253,91,412,276,existing,956.479761636606,253,91,412,149,existing,751.9992063990001,253,91,412,248,allocated,527.1716824071717,253,95,412,273,existing,1315.5916606619908,253,93,412,47,existing,1704.3647461015835,253,94,412,394,existing,1936.2648100758624
254,254,91,415,276,existing,1046.4530908385882,254,91,415,149,existing,841.9725356009822,254,91,415,320,allocated,253.2365547101802,254,95,415,273,existing,1291.4318063337532,254,94,415,394,existing,1545.7835863542314,254,93,415,47,existing,1794.3380753035658
255,255,91,416,276,existing,589.7494095352586,255,91,416,215,existing,638.7032237980709,255,91,416,430,allocated,97.08814390144269,255,95,416,273,existing,1518.2840715706961,255,93,416,47,existing,1624.853579730356,255,94,416,394,existing,2896.401224278586
256,256,91,418,276,existing,775.3281098924394,256,91,418,215,existing,377.3666621580595,256,91,418,42,allocated,342.4388006643908,256,95,418,273,existing,972.9113640123674,256,93,418,47,existing,1860.9475183011882,256,94,418,394,existing,2361.964116963015
257,257,90,419,273,existing,786.420175935226,257,90,419,155,existing,547.5237793557881,257,90,419,320,allocated,251.775075688347,257,95,419,273,existing,786.420175935226,257,94,419,394,existing,1197.8182285915454,257,93,419,47,existing,2153.8714847002075
258,258,90,420,273,existing,915.4567917268912,258,90,420,44,existing,431.6856181718561,258,90,420,59,allocated,486.132203695956,258,94,420,394,existing,899.8240217423709,258,95,420,273,existing,915.4567917268912,258,93,420,47,existing,2565.744037273803
259,259,90,421,273,existing,686.5545249409713,259,90,421,44,existing,476.92630372488395,259,90,421,6,allocated,111.74993851197294,259,95,421,273,existing,686.5545249409713,259,94,421,394,existing,925.9627568946469,259,93,421,47,existing,2567.69540354118
260,260,91,425,276,existing,1057.929411300005,260,91,425,149,existing,853.448856062399,260,91,425,320,allocated,241.76023424876334,260,95,425,273,existing,1279.9554858723363,260,94,425,394,existing,1534.3072658928145,260,93,425,47,existing,1805.8143957649827
261,261,90,427,273,existing,922.4294779080113,261,90,427,155,existing,513.2807749374814,261,90,427,320,allocated,606.3372328791319,261,94,427,394,existing,686.2097987649192,261,95,427,273,existing,922.4294779080113,261,93,427,47,existing,1853.033195550382
262,262,92,429,276,existing,724.3694721207161,262,92,429,215,existing,326.4080243863361,262,92,429,236,allocated,215.64906708181624,262,95,429,273,existing,1061.0002893055737,262,93,429,47,existing,1809.9888805294645,262,94,429,394,existing,2450.0530422562215
263,263,91,430,276,existing,666.6386653975335,263,91,430,215,existing,541.6150798966282,263,91,430,430,allocated,0.0,263,93,430,47,existing,1542.561229010071,263,95,430,273,existing,1595.173327432971,263,94,430,394,existing,2973.2904801408613
