,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant
39,39,90,60,273,existing,847.9072720852516,39,90,60,44,existing,504.92265770851736,39,90,60,60,allocated,0.0,39,94,60,394,existing,541.1454808653962,39,95,60,273,existing,847.9072720852516,39,93,60,47,existing,2379.6707604069697
40,40,92,61,276,existing,935.6663460538326,40,92,61,219,existing,610.5702063145916,40,92,61,248,allocated,488.97531362065405,40,95,61,273,existing,1204.146912875222,40,94,61,394,existing,1518.8489730482665,40,93,61,47,existing,1700.7012374453739
41,41,91,62,276,existing,862.1168741423747,41,91,62,219,existing,646.6633915985077,41,91,62,248,allocated,415.42584170919616,41,95,62,273,existing,1211.9936193082312,41,94,62,394,existing,1592.3984449597247,41,93,62,47,existing,1627.1517655339162
42,42,90,63,273,existing,1095.0842011014595,42,90,63,44,existing,390.2096515121473,42,90,63,59,allocated,377.4411832641807,42,94,63,394,existing,791.1330013105955,42,95,63,273,existing,1095.0842011014595,42,93,63,47,existing,2560.2622789399393
43,43,89,67,273,existing,670.0712766590561,43,89,67,375,existing,368.83677048378377,43,89,67,66,allocated,40.29941023449994,43,95,67,273,existing,670.0712766590561,43,93,67,47,existing,1807.6753740504,43,94,67,394,existing,2059.124029609704
44,44,89,68,273,existing,583.3978683116522,44,89,68,219,existing,437.2958554168573,44,89,68,234,allocated,294.2072412084073,44,95,68,273,existing,583.3978683116522,44,94,68,394,existing,1285.5407526976117,44,93,68,47,existing,2037.4208822218166
45,45,91,69,276,existing,826.6216739050712,45,91,69,149,existing,622.1411186674653,45,91,69,248,allocated,397.3135946756369,45,95,69,273,existing,1185.7335729304561,45,93,69,47,existing,1574.5066583700489,45,94,69,394,existing,1765.615003287748
46,46,90,71,273,existing,550.5540775812879,46,90,71,375,existing,449.1646853608185,46,90,71,71,allocated,0.0,46,95,71,273,existing,550.5540775812879,46,93,71,47,existing,1583.8292312136978,46,94,71,394,existing,1801.7661136699649
47,47,91,75,276,existing,931.2372777640364,47,91,75,215,existing,460.6865995792438,47,91,75,100,allocated,222.61866463542208,47,95,75,273,existing,1142.9025074461792,47,93,75,47,existing,2025.418257842448,47,94,75,394,existing,2531.9552603968277
48,48,92,76,276,existing,976.2203274468432,48,92,76,215,existing,505.6696492620507,48,92,76,100,allocated,177.6356149526152,48,95,76,273,existing,1097.9194577633725,48,93,76,47,existing,2070.4013075252547,48,94,76,394,existing,2486.9722107140205
49,49,92,81,276,existing,734.3750209525738,49,92,81,215,existing,336.41357321819385,49,92,81,42,allocated,205.9462073520098,49,95,81,273,existing,836.4187706999865,49,93,81,47,existing,1819.9944293613223,49,94,81,394,existing,2225.4715236506345
50,50,92,82,276,existing,686.6052687663162,50,92,82,215,existing,288.64382103193617,50,92,82,42,allocated,253.71595953826744,50,95,82,273,existing,884.1885228862441,50,93,82,47,existing,1772.2246771750647,50,94,82,394,existing,2273.241275836892
51,51,90,83,273,existing,335.77910049563053,51,90,83,90,existing,170.4789637923605,51,90,83,83,allocated,0.0,51,95,83,273,existing,335.77910049563053,51,94,83,394,existing,1425.2667982734679,51,93,83,47,existing,2463.152823560248
52,52,89,84,273,existing,278.73270830748726,52,89,84,90,existing,227.52535598050375,52,89,84,84,allocated,0.0,52,95,84,273,existing,278.73270830748726,52,94,84,394,existing,1482.3131904616112,52,93,84,47,existing,2406.106431372105
53,53,89,85,273,existing,589.5582387673833,53,89,85,149,existing,395.426024027387,53,89,85,66,allocated,40.21362765717293,53,95,85,273,existing,589.5582387673833,53,93,85,47,existing,1727.1623361587272,53,94,85,394,existing,1978.610991718031
54,54,90,87,273,existing,1003.4324424735003,54,90,87,155,existing,594.2837395029704,54,90,87,158,allocated,426.97507174441637,54,95,87,273,existing,1003.4324424735003,54,94,87,394,existing,1050.4309072131582,54,93,87,47,existing,2295.6533802680747
55,55,90,88,273,existing,938.5931138442661,55,90,88,155,existing,529.4444108737363,55,90,88,158,allocated,491.8144003736505,55,95,88,273,existing,938.5931138442661,55,94,88,394,existing,1115.2702358423924,55,93,88,47,existing,2230.8140516388403
56,56,90,90,273,existing,241.85365484350604,56,90,90,90,existing,0.0,56,90,90,222,allocated,93.24181470374606,56,95,90,273,existing,241.85365484350604,56,94,90,394,existing,1595.7457620658283,56,93,90,47,existing,2319.2657600027464
57,57,90,93,273,existing,705.9621895277933,57,90,93,375,existing,295.50817546556704,57,90,93,376,allocated,73.31718195027817,57,95,93,273,existing,705.9621895277933,57,94,93,394,existing,2095.0149424784413,57,93,93,47,existing,2291.374218809756
58,58,89,94,273,existing,789.777538493837,58,89,94,375,existing,379.32352443161085,58,89,94,376,allocated,157.13253091632197,58,95,94,273,existing,789.777538493837,58,94,94,394,existing,2178.830291444485,58,93,94,47,existing,2342.6285332964862
59,59,90,95,273,existing,562.4933897503729,59,90,95,219,existing,427.4878875352744,59,90,95,96,allocated,45.051786897926085,59,95,95,273,existing,562.4933897503729,59,94,95,394,existing,1680.0949885460348,59,93,95,47,existing,1685.961173799094
60,60,89,96,273,existing,607.5451766482989,60,89,96,219,existing,382.4361006373483,60,89,96,96,allocated,0.0,60,95,96,273,existing,607.5451766482989,60,93,96,47,existing,1640.909386901168,60,94,96,394,existing,1725.146775443961
61,61,92,98,276,existing,406.2036812924492,61,92,98,149,existing,222.9293071651874,61,92,98,145,allocated,81.49227086920793,61,95,98,273,existing,929.0007136624445,61,93,98,47,existing,1205.1919509925792,61,94,98,394,existing,2048.31163780965
62,62,89,99,273,existing,886.7483704504883,62,89,99,155,existing,477.59966747995844,62,89,99,158,allocated,543.6591437674283,62,95,99,273,existing,886.7483704504883,62,94,99,394,existing,1140.756191269297,62,93,99,47,existing,2178.969308245063
63,63,89,106,273,existing,601.2683267323002,63,89,106,44,existing,103.60622285701183,63,89,106,108,allocated,175.93646517667935,63,95,106,273,existing,601.2683267323002,63,94,106,394,existing,934.4220467440571,63,93,106,47,existing,2431.6341156010717
64,64,90,109,273,existing,483.04447823625446,64,90,109,44,existing,370.8330333281377,64,90,109,20,allocated,70.68441194851022,64,95,109,273,existing,483.04447823625446,64,94,109,394,existing,1075.0297767206262,64,93,109,47,existing,2313.410267105026
65,65,89,111,273,existing,544.9146986509846,65,89,111,155,existing,148.00143003962611,65,89,111,108,allocated,119.5828370953638,65,95,111,273,existing,544.9146986509846,65,94,111,394,existing,1221.9006112576262,65,93,111,47,existing,2375.280487519756
66,66,89,112,273,existing,874.8274474650987,66,89,112,375,existing,464.3734334028725,66,89,112,376,allocated,242.1824398875836,66,95,112,273,existing,874.8274474650987,66,93,112,47,existing,2257.5786243252246,66,94,112,394,existing,2263.8802004157465
67,67,89,113,273,existing,593.8017539759269,67,89,113,155,existing,196.8884853645683,67,89,113,108,allocated,168.469892420306,67,95,113,273,existing,593.8017539759269,67,94,113,394,existing,1207.6443422301627,67,93,113,47,existing,2335.2840551187182
68,68,91,114,276,existing,960.028642058875,68,91,114,215,existing,562.0671943244951,68,91,114,376,allocated,454.1130137451843,68,95,114,273,existing,1086.7580213226995,68,93,114,47,existing,2045.6480504676238,68,94,114,394,existing,2475.810774273347
69,69,89,116,273,existing,447.04221708364577,69,89,116,155,existing,467.84378901127616,69,89,116,116,allocated,0.0,69,95,116,273,existing,447.04221708364577,69,94,116,394,existing,1196.5830876688399,69,93,116,47,existing,2297.075072766987
70,70,92,117,276,existing,330.6902718282897,70,92,117,149,existing,359.940820459217,70,92,117,163,allocated,244.4956253024428,70,95,117,273,existing,1212.3984096166039,70,93,117,47,existing,1443.3542804403457,70,94,117,394,existing,2590.515562324494
71,71,90,122,273,existing,877.3455995384501,71,90,122,44,existing,326.7547738345169,71,90,122,59,allocated,91.5102404665864,71,94,122,394,existing,539.5196571268377,71,95,122,273,existing,877.3455995384501,71,93,122,47,existing,2378.0449366684106
72,72,89,123,273,existing,779.2193770959852,72,89,123,44,existing,424.8809962769817,72,89,123,5,allocated,72.15767803301719,72,94,123,394,existing,637.6458795693026,72,95,123,273,existing,779.2193770959852,72,93,123,47,existing,2476.171159110876
73,73,90,124,273,existing,183.81142285979695,73,90,124,90,existing,316.98021079674544,73,90,124,124,allocated,0.0,73,95,124,273,existing,183.81142285979695,73,94,124,394,existing,1572.8641758104447,73,93,124,47,existing,2002.2855492060012
74,74,89,127,273,existing,829.3778677157305,74,89,127,219,existing,191.31585601277908,74,89,127,96,allocated,306.75115566593036,74,95,127,273,existing,829.3778677157305,74,94,127,394,existing,1467.5781570981821,74,93,127,47,existing,1791.4408828177384
75,75,90,128,273,existing,866.8365541407827,75,90,128,219,existing,143.85607783933244,75,90,128,96,allocated,259.2913774924837,75,95,128,273,existing,866.8365541407827,75,94,128,394,existing,1515.0379352716286,75,93,128,47,existing,1743.9811046442915
76,76,89,129,273,existing,856.4808767935488,76,89,129,219,existing,133.50040049209852,76,89,129,96,allocated,248.93570014524977,76,95,129,273,existing,856.4808767935488,76,94,129,394,existing,1525.3936126188623,76,93,129,47,existing,1754.3367819915256
77,77,90,130,273,existing,446.692503279388,77,90,130,155,existing,437.7524315692225,77,90,130,234,allocated,297.03335147999877,77,95,130,273,existing,446.692503279388,77,94,130,394,existing,1162.2706881816616,77,93,130,47,existing,2174.1262472540807
78,78,90,131,273,existing,503.7502512224562,78,90,131,375,existing,93.29623716022996,78,90,131,131,allocated,0.0,78,95,131,273,existing,503.7502512224562,78,94,131,394,existing,1892.803004173104,78,93,131,47,existing,2060.2891013202748
79,79,92,132,276,existing,878.4797054234874,79,92,132,215,existing,359.8046252871519,79,92,132,132,allocated,0.0,79,95,132,273,existing,1518.3840112676214,79,93,132,47,existing,1821.1025859150755,79,94,132,394,existing,2907.4367642182688
80,80,90,138,273,existing,1185.5378445920003,80,90,138,44,existing,688.6741932052414,80,90,138,158,allocated,244.86966962591634,80,94,138,394,existing,868.3255050946582,80,95,138,273,existing,1185.5378445920003,80,93,138,47,existing,2477.7587823865747
81,81,90,139,273,existing,1198.7987346212544,81,90,139,44,existing,636.4545674376325,81,90,139,158,allocated,192.65004385830744,81,94,139,394,existing,816.1058793270493,81,95,139,273,existing,1198.7987346212544,81,93,139,47,existing,2529.978408154184
82,82,91,140,276,existing,492.3613334110963,82,91,140,149,existing,568.4384062891471,82,91,140,387,allocated,84.84269581639643,82,93,140,47,existing,1368.283897023634,82,95,140,273,existing,1420.895995446534,82,94,140,394,existing,2799.0131481544245
83,83,92,141,276,existing,541.5917258570629,83,92,141,149,existing,617.6687987351136,83,92,141,430,allocated,125.04693954047053,83,93,141,47,existing,1417.5142894696005,83,95,141,273,existing,1470.1263878925006,83,94,141,394,existing,2848.2435406003906
84,84,91,142,276,existing,321.60224820991925,84,91,142,149,existing,397.67932108797004,84,91,142,163,allocated,139.15882497099585,84,95,142,273,existing,1250.1369102453568,84,93,142,47,existing,1356.7064184050168,84,94,142,394,existing,2628.2540629532473
85,85,91,143,276,existing,386.28151874364465,85,91,143,215,existing,462.2482125036852,85,91,143,163,allocated,203.83809550472125,85,95,143,273,existing,1314.8161807790823,85,93,143,47,existing,1421.385688938742,85,94,143,394,existing,2692.9333334869725
86,86,90,144,273,existing,148.59177472107308,86,90,144,90,existing,123.87726805433265,86,90,144,283,allocated,117.07996719036021,86,95,144,273,existing,148.59177472107308,86,94,144,394,existing,1536.8759077761372,86,93,144,47,existing,2275.9654977856903
87,87,91,145,276,existing,444.7465306903737,87,91,145,149,existing,283.2153969240512,87,91,145,145,allocated,0.0,87,95,145,273,existing,989.2868034213083,87,93,145,47,existing,1139.4900593855891,87,94,145,394,existing,2080.0601511080517
88,88,92,148,276,existing,343.5028927580354,88,92,148,149,existing,159.0376582817508,88,92,148,147,allocated,58.68520608158657,88,95,148,273,existing,1011.4952474391378,88,93,148,47,existing,1456.1669013700914,88,94,148,394,existing,2389.612400147028
89,89,91,151,276,existing,427.50624162999327,89,91,151,149,existing,100.68295800232639,89,91,151,150,allocated,17.45352601624697,89,95,151,273,existing,953.1405471597134,89,93,151,47,existing,1521.6872217084049,89,94,151,394,existing,2342.193300110361
90,90,92,152,276,existing,504.4263237619215,90,92,152,149,existing,177.6030401342546,90,92,152,150,allocated,94.37360814817518,90,95,152,273,existing,1030.0606292916416,90,93,152,47,existing,1598.607303840333,90,94,152,394,existing,2419.1133822422894
91,91,90,153,273,existing,1036.6338213612457,91,90,153,215,existing,566.9552856641774,91,90,153,100,allocated,116.34997855048854,91,95,153,273,existing,1036.6338213612457,91,93,153,47,existing,2131.6869439273814,91,94,153,394,existing,2425.6865743118938
92,92,90,154,273,existing,1140.376674368839,92,90,154,215,existing,670.6981386717706,92,90,154,37,allocated,101.90211784851414,92,95,154,273,existing,1140.376674368839,92,93,154,47,existing,2235.4297969349745,92,94,154,394,existing,2529.4294273194873
93,93,90,155,273,existing,409.14870297052994,93,90,155,155,existing,0.0,93,90,155,108,allocated,267.5842671349899,93,95,155,273,existing,409.14870297052994,93,94,155,394,existing,1199.4905737024005,93,93,155,47,existing,2237.703690678166
94,94,90,156,273,existing,700.1476304164546,94,90,156,155,existing,290.99892744592466,94,90,156,320,allocated,384.05538538757514,94,95,156,273,existing,700.1476304164546,94,94,156,394,existing,908.4916462564759,94,93,156,47,existing,1946.7047632322417
95,95,89,157,273,existing,837.3574610818132,95,89,157,155,existing,428.20875811128326,95,89,157,320,allocated,246.84555472221652,95,95,157,273,existing,837.3574610818132,95,94,157,394,existing,1045.7014769218345,95,93,157,47,existing,2083.9145938976003
96,96,90,158,273,existing,1006.1486907629469,96,90,158,44,existing,443.80452357932506,96,90,158,158,allocated,0.0,96,94,158,394,existing,623.4558354687417,96,95,158,273,existing,1006.1486907629469,96,93,158,47,existing,2461.981115010315
97,97,89,159,273,existing,887.9264231824361,97,89,159,44,existing,325.5822559988142,97,89,159,59,allocated,91.5417498418162,97,94,159,394,existing,505.23356788823094,97,95,159,273,existing,887.9264231824361,97,93,159,47,existing,2343.7588474298045
98,98,90,160,273,existing,706.8937969636066,98,90,160,44,existing,401.6048450052324,98,90,160,231,allocated,16.328364256905257,98,95,160,273,existing,706.8937969636066,98,94,160,394,existing,709.9714597016812,98,93,160,47,existing,2548.4967392432545
99,99,91,161,276,existing,934.6640044529349,99,91,161,215,existing,415.9889243165994,99,91,161,100,allocated,267.3163398980664,99,95,161,273,existing,1187.6001827088237,99,93,161,47,existing,2047.328013064991,99,94,161,394,existing,2576.652935659472
100,100,88,166,34,existing,309.5450058820037,100,88,166,149,existing,556.2534371254924,100,88,166,166,allocated,0.0,100,93,166,47,existing,1120.5820110746738,100,95,166,273,existing,1392.2877691787758,100,94,166,394,existing,2770.1004846620012
101,101,90,168,273,existing,461.683398573605,101,90,168,375,existing,51.22938451137877,101,90,168,131,allocated,42.0668526488512,101,95,168,273,existing,461.683398573605,101,94,168,394,existing,1850.7361515242528,101,93,168,47,existing,2076.8267984292843
102,102,91,170,276,existing,1045.1638345584158,102,91,170,215,existing,526.4887544220803,102,91,170,100,allocated,354.9553904518434,102,95,170,273,existing,1275.2392332626007,102,93,170,47,existing,2157.827843170472,102,94,170,394,existing,2664.291986213249
103,103,89,171,273,existing,497.98792933959,103,89,171,155,existing,489.0478576294245,103,89,171,234,allocated,186.38900263847532,103,95,171,273,existing,497.98792933959,103,94,171,394,existing,1393.3589912675434,103,93,171,47,existing,2123.2446394868275
104,104,89,172,273,existing,552.9532771797874,104,89,172,219,existing,477.6834594556368,104,89,172,234,allocated,241.3543504786727,104,95,172,273,existing,552.9532771797874,104,94,172,394,existing,1338.393643427346,104,93,172,47,existing,2077.808486260596
105,105,92,173,276,existing,915.1388395146912,105,92,173,215,existing,517.1773917803113,105,92,173,42,allocated,482.24953028664254,105,95,173,273,existing,1112.7220936346191,105,93,173,47,existing,2000.75824792344,105,94,173,394,existing,2501.7748465852665
106,106,92,174,276,existing,849.2964366431931,106,92,174,215,existing,451.33498890881316,106,92,174,42,allocated,416.40712741514443,106,95,174,273,existing,1046.879690763121,106,93,174,47,existing,1934.915845051942,106,94,174,394,existing,2435.9324437137684
107,107,91,175,276,existing,999.4324561705824,107,91,175,215,existing,601.4710084362025,107,91,175,42,allocated,566.5431469425338,107,95,175,273,existing,1197.0157102905102,107,93,175,47,existing,2085.0518645793313,107,94,175,394,existing,2586.068463241158
108,108,92,176,276,existing,1075.4228894168014,108,92,176,215,existing,677.4614416824213,108,92,176,42,allocated,642.5335801887527,108,95,176,273,existing,1273.0061435367293,108,93,176,47,existing,2161.04229782555,108,94,176,394,existing,2662.058896487377
109,109,90,177,273,existing,524.2464373372269,109,90,177,149,existing,330.11422259723065,109,90,177,177,allocated,0.0,109,95,177,273,existing,524.2464373372269,109,93,177,47,existing,1661.850534728571,109,94,177,394,existing,1913.2991902878746
110,110,92,178,276,existing,1009.1542878333851,110,92,178,215,existing,490.47920769704956,110,92,178,204,allocated,375.9897469346858,110,95,178,273,existing,1508.4130378790942,110,93,178,47,existing,2121.8182964454413,110,94,178,394,existing,2897.465790829742
