,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant
258,258,77,329,368,existing,293.4509763635411,258,77,329,277,existing,493.01470939048994,258,77,329,394,allocated,22.966404866954292,258,82,329,419,existing,486.5694315000081,258,81,329,27,existing,1034.255114238845
259,259,76,332,106,existing,683.1951524617139,259,76,332,10,existing,831.0254811038512,259,76,332,168,allocated,571.916039305521,259,82,332,419,existing,1698.648611286107,259,81,332,27,existing,2473.9934794743776
260,260,76,333,106,existing,681.0870568072237,260,76,333,10,existing,819.5314014518252,260,76,333,168,allocated,560.421959653495,260,82,333,419,existing,1687.1545316340812,260,81,333,27,existing,2462.4993998223517
261,261,79,334,256,existing,823.108653991798,261,79,334,10,existing,603.0020055521268,261,79,334,319,existing,273.9196870134574,261,82,334,419,existing,1411.15668106765,261,81,334,27,existing,2198.6976213584817
262,262,76,335,106,existing,868.8598652560447,262,76,335,10,existing,798.6212069414181,262,76,335,260,allocated,356.61976323999846,262,82,335,419,existing,1858.9736093016184,262,81,335,27,existing,2634.3184774898887
263,263,78,336,419,existing,614.8084055618458,263,78,336,277,existing,1051.453076092232,263,78,336,58,allocated,25.5354161737459,263,82,336,419,existing,614.8084055618458,263,81,336,27,existing,1849.7738783843183
264,264,78,337,419,existing,716.6437208037694,264,78,337,277,existing,1153.2883913341557,264,78,337,61,allocated,61.01679200096454,264,82,337,419,existing,716.6437208037694,264,81,337,27,existing,1951.609193626242
265,265,78,338,419,existing,641.096931586676,265,78,338,277,existing,1077.7416021170625,265,78,338,58,allocated,140.95760091254573,265,82,338,419,existing,641.096931586676,265,81,338,27,existing,1876.0624044091487
266,266,74,340,252,existing,625.6213883886714,266,74,340,157,existing,914.9775323184316,266,74,340,340,allocated,0.0,266,82,340,419,existing,2000.3479290649282,266,81,340,27,existing,2233.5925975607424
267,267,79,341,256,existing,400.84414256572154,267,79,341,311,existing,496.50697999471606,267,79,341,251,allocated,376.3675779423946,267,82,341,419,existing,736.5142800652716,267,81,341,27,existing,1820.052005424425
268,268,79,342,256,existing,466.60291844422306,268,79,342,10,existing,352.4383915420835,268,79,342,151,allocated,348.07865727344563,268,82,342,419,existing,980.2408676014104,268,81,342,27,existing,1755.5857357896812
269,269,79,346,256,existing,596.7306019450384,269,79,346,311,existing,96.05203746336801,269,79,346,311,allocated,96.05203746336801,269,82,346,419,existing,675.7348254201949,269,81,346,27,existing,2015.938464803742
270,270,80,348,284,existing,991.7634462625039,270,80,348,157,existing,442.5255280686988,270,80,348,98,allocated,289.7747602966564,270,81,348,27,existing,878.9324697334473,270,82,348,419,existing,1327.3307561659224
271,271,78,350,419,existing,844.4151009673193,271,78,350,277,existing,1034.600196799822,271,78,350,351,allocated,102.88564270096188,271,82,350,419,existing,844.4151009673193,271,81,350,27,existing,1831.52656946478
272,272,78,351,419,existing,947.3007436682811,272,78,351,277,existing,1137.485839500784,272,78,351,351,allocated,0.0,272,82,351,419,existing,947.3007436682811,272,81,351,27,existing,1934.412212165742
273,273,74,352,252,existing,790.9935546370223,273,74,352,157,existing,805.7333415479569,273,74,352,68,allocated,653.9171240774881,273,81,352,27,existing,1293.6625291628068,273,82,352,419,existing,1994.401679926541
274,274,74,353,252,existing,1360.28770226439,274,74,353,157,existing,872.504730434573,274,74,353,75,allocated,820.144445349171,274,81,353,27,existing,1094.1566068298723,274,82,353,419,existing,2061.173068813157
275,275,74,354,252,existing,1304.8144619893096,275,74,354,157,existing,817.0314901594927,275,74,354,75,allocated,764.6712050740906,275,81,354,27,existing,1038.683366554792,275,82,354,419,existing,2005.6998285380766
276,276,78,357,419,existing,922.8066937116045,276,78,357,189,existing,1111.2130545705481,276,78,357,351,allocated,45.0629928124678,276,82,357,419,existing,922.8066937116045,276,81,357,27,existing,1979.4752049782098
277,277,79,359,256,existing,314.1617854904339,277,79,359,10,existing,504.8795244958727,277,79,359,151,allocated,290.30117397645347,277,82,359,419,existing,827.7997346476212,277,81,359,27,existing,1603.1446028358919
278,278,77,362,368,existing,692.0317618390874,278,77,362,277,existing,179.47376453286364,278,77,362,141,allocated,274.37118545505416,278,82,362,419,existing,885.1502169755544,278,81,362,27,existing,1016.4988054846535
279,279,78,364,419,existing,765.5110510849081,279,78,364,277,existing,955.6961469174109,279,78,364,351,allocated,181.78969258337304,279,82,364,419,existing,765.5110510849081,279,81,364,27,existing,1752.622519582369
280,280,74,365,252,existing,1386.385181354784,280,74,365,157,existing,898.6022095249672,280,74,365,75,allocated,846.2419244395651,280,81,365,27,existing,1120.2540859202666,280,82,365,419,existing,2087.2705479035512
281,281,80,366,284,existing,1384.409187915579,281,80,366,277,existing,1049.186709423674,281,80,366,366,allocated,0.0,281,81,366,27,existing,572.2189989545843,281,82,366,419,existing,1719.9764978189976
282,282,80,367,284,existing,1097.304329201728,282,80,367,277,existing,762.0818507098234,282,80,367,367,allocated,0.0,282,81,367,27,existing,285.1141402407335,282,82,367,419,existing,1432.8716391051466
283,283,79,371,256,existing,1115.91542813403,283,79,371,189,existing,229.14429908540046,283,79,371,229,allocated,177.381134565036,283,82,371,419,existing,1202.8772900142076,283,81,371,27,existing,2535.123290992734
284,284,79,374,256,existing,633.5832613078642,284,79,374,311,existing,132.90469682619377,284,79,374,311,allocated,132.90469682619377,284,82,374,419,existing,638.8821660573691,284,81,374,27,existing,2052.791124166568
285,285,80,381,284,existing,946.5893881310113,285,80,381,277,existing,610.9655023954799,285,80,381,28,allocated,48.46867531924827,285,81,381,27,existing,226.05953855630995,285,82,381,419,existing,1282.15669803443
286,286,76,386,106,existing,1095.6606891456424,286,76,386,10,existing,684.270733673907,286,76,386,249,allocated,132.88053735988365,286,82,386,419,existing,1757.2000393357946,286,81,386,27,existing,2532.544907524065
287,287,74,393,252,existing,402.50897321744674,287,74,393,157,existing,514.4928698939825,287,74,393,68,allocated,193.376716037237,287,82,393,419,existing,1709.504710035871,287,81,393,27,existing,1835.9508676961286
288,288,77,394,368,existing,316.4173812304954,288,77,394,277,existing,515.9811142574442,288,77,394,394,allocated,0.0,288,82,394,419,existing,509.53583636696237,288,81,394,27,existing,1057.2215191057994
289,289,77,395,368,existing,501.29124171503537,289,77,395,277,existing,510.9636864963615,289,77,395,394,allocated,184.87386048454,289,82,395,419,existing,694.4096968515023,289,81,395,27,existing,1052.2040913447167
290,290,77,396,368,existing,352.1503143386659,290,77,396,277,existing,434.3153714153651,290,77,396,396,allocated,0.0,290,82,396,419,existing,545.2687694751329,290,81,396,27,existing,975.5557762637202
291,291,78,397,419,existing,774.0723914087571,291,78,397,311,existing,646.9480366400926,291,78,397,7,allocated,459.74162308774555,291,82,397,419,existing,774.0723914087571,291,81,397,27,existing,2009.0378642312298
292,292,78,398,419,existing,658.7145779323517,292,78,398,311,existing,762.3058501164979,292,78,398,56,allocated,369.58808484063445,292,82,398,419,existing,658.7145779323517,292,81,398,27,existing,1893.6800507548246
293,293,79,399,256,existing,649.1796880782267,293,79,399,311,existing,497.98647390767655,293,79,399,311,allocated,497.98647390767655,293,82,399,419,existing,933.6813106614557,293,81,399,27,existing,2068.3875509369304
294,294,76,400,106,existing,660.6965364808631,294,76,400,10,existing,374.50547198578556,294,76,400,91,allocated,130.30579234778952,294,82,400,419,existing,1434.8578743459857,294,81,400,27,existing,2210.2027425342562
295,295,79,402,256,existing,759.9642498682449,295,79,402,10,existing,197.93174557485264,295,79,402,91,allocated,442.1314252128487,295,82,402,419,existing,1348.0122769440968,295,81,402,27,existing,2135.5532172349285
296,296,79,403,256,existing,768.2556377553669,296,79,403,10,existing,338.45998104289015,296,79,403,91,allocated,94.26030140489411,296,82,403,419,existing,1212.561869954005,296,81,403,27,existing,1987.9067381422756
297,297,74,404,252,existing,624.8367610330739,297,74,404,157,existing,808.8764843302853,297,74,404,404,allocated,0.0,297,82,404,419,existing,1999.563301709331,297,81,404,27,existing,2127.4915495725963
298,298,79,405,256,existing,964.7388796210023,298,79,405,10,existing,223.3304061865997,298,79,405,91,allocated,467.53008582459574,298,82,405,419,existing,1499.5277545396393,298,81,405,27,existing,2274.87262272791
299,299,79,406,256,existing,867.6822225331418,299,79,406,10,existing,280.29065057131436,299,79,406,319,existing,367.48580337008093,299,82,406,419,existing,1455.7302496089937,299,81,406,27,existing,2243.2711898998255
300,300,74,407,252,existing,677.0756503644044,300,74,407,157,existing,861.1153736616158,300,74,407,195,allocated,187.63241490931313,300,82,407,419,existing,2051.802191040661,300,81,407,27,existing,2179.730438903927
301,301,80,408,284,existing,1201.8168773866005,301,80,408,157,existing,652.5789591927955,301,80,408,98,allocated,499.8281914207531,301,81,408,27,existing,1059.1938831220598,301,82,408,419,existing,1537.384187290019
302,302,74,409,252,existing,874.2258567185992,302,74,409,157,existing,895.0513968597603,302,74,409,68,allocated,737.1494261590649,302,81,409,27,existing,1599.9471251398747,302,82,409,419,existing,2084.010197891328
303,303,74,410,252,existing,409.3615288450189,303,74,410,157,existing,593.4012521422302,303,74,410,68,allocated,272.2850982854846,303,81,410,27,existing,1734.6907251905463,303,82,410,419,existing,1784.0880695212757
304,304,76,411,106,existing,670.9188638781911,304,76,411,10,existing,809.3632085227927,304,76,411,168,allocated,550.2537667244625,304,82,411,419,existing,1676.9863387050486,304,81,411,27,existing,2452.331206893319
305,305,76,412,106,existing,627.5145542707388,305,76,412,10,existing,765.9588989153403,305,76,412,168,allocated,506.84945711701016,305,82,412,419,existing,1633.5820290975962,305,81,412,27,existing,2408.9268972858667
306,306,76,413,106,existing,781.3729736135192,306,76,413,10,existing,711.1343152988926,306,76,413,260,allocated,269.132871597473,306,82,413,419,existing,1771.4867176590928,306,81,413,27,existing,2546.8315858473634
307,307,76,414,106,existing,909.7149122070974,307,76,414,10,existing,808.0002109703512,307,76,414,260,allocated,397.47481019105123,307,82,414,419,existing,1868.3526133305513,307,81,414,27,existing,2643.697481518822
308,308,78,415,419,existing,608.3725037736391,308,78,415,277,existing,1045.0171743040255,308,78,415,58,allocated,108.23317309950879,308,82,415,419,existing,608.3725037736391,308,81,415,27,existing,1843.3379765961117
309,309,74,416,252,existing,486.08179039308163,309,74,416,157,existing,670.121513690293,309,74,416,195,allocated,195.762784385337,309,82,416,419,existing,1860.8083310693385,309,81,416,27,existing,1988.736578932604
310,310,74,417,252,existing,758.5387422336743,310,74,417,157,existing,1089.8785268108645,310,74,417,425,allocated,83.16107425848027,310,82,417,419,existing,2133.265282909931,310,81,417,27,existing,2408.4935920531757
311,311,78,418,419,existing,852.2764043945091,311,78,418,277,existing,408.5844167642017,311,78,418,141,allocated,503.4818376863922,311,82,418,419,existing,852.2764043945091,311,81,418,27,existing,1155.8001127236903
312,312,78,419,419,existing,0.0,312,78,419,277,existing,705.6764524426908,312,78,419,188,allocated,32.465649930429024,312,82,419,419,existing,0.0,312,81,419,27,existing,1508.21623659074
313,313,76,420,106,existing,672.2152348444608,313,76,420,10,existing,489.91924791540515,313,76,420,91,allocated,245.7195682774091,313,82,420,419,existing,1550.2716502756052,313,81,420,27,existing,2325.6165184638758
314,314,80,421,284,existing,465.62292976567653,314,80,421,277,existing,437.3685721069973,314,80,421,396,allocated,187.13841872687095,314,82,421,419,existing,732.4071882020039,314,81,421,27,existing,978.6089769553524
315,315,76,422,106,existing,652.0735958008013,315,76,422,10,existing,510.16981416586344,315,76,422,91,allocated,265.9701345278674,315,82,422,419,existing,1570.5222165260636,315,81,422,27,existing,2345.867084714334
316,316,76,423,106,existing,465.84635313170145,316,76,423,10,existing,745.0853581584824,316,76,423,168,allocated,291.50893911682857,316,82,423,419,existing,1418.2415110974146,316,81,423,27,existing,2193.5863792856853
317,317,77,424,368,existing,250.78278117816149,317,77,424,277,existing,659.4348974402551,317,77,424,424,allocated,0.0,317,82,424,419,existing,443.9012363146285,317,81,424,27,existing,1200.67530228861
318,318,74,425,252,existing,675.377667975194,318,74,425,157,existing,1173.0396010693448,318,74,425,425,allocated,0.0,318,82,425,419,existing,2050.104208651451,318,81,425,27,existing,2491.654666311656
